,data,hora,rodovia,km,municipio,tipo,gravidade,latitude,longitude
10575,2022-10-23,10:15:00,405.0,134,SAO FRANCISCO DO OESTE,Colisão frontal,Com Vítimas Fatais,-5.97876709,-38.15403188
10584,2022-10-23,10:15:00,405.0,134,SAO FRANCISCO DO OESTE,Queda de ocupante de veículo,Com Vítimas Fatais,-5.97876709,-38.15403188
10602,2022-11-14,21:30:00,101.0,83,NATAL,Atropelamento de Animal,Com Vítimas Feridas,-5.771044,-35.266171
10605,2022-09-13,06:30:00,110.0,9,AREIA BRANCA,Queda de ocupante de veículo,Com Vítimas Feridas,-4.9853638,-37.08621039
10606,2022-12-29,00:15:00,101.0,75,SAO GONCALO DO AMARANTE,Atropelamento de Pedestre,Com Vítimas Fatais,-5.721906,-35.27672
10608,2023-01-01,15:20:00,304.0,89,ACU,Saída de leito carroçável,Com Vítimas Feridas,-5.52453806,-37.10832504
10611,2023-01-01,15:20:00,304.0,89,ACU,Queda de ocupante de veículo,Com Vítimas Feridas,-5.52453806,-37.10832504
10614,2023-01-01,15:20:00,304.0,89,ACU,Tombamento,Com Vítimas Feridas,-5.52453806,-37.10832504
10617,2023-01-01,15:20:00,304.0,89,ACU,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.52453806,-37.10832504
10620,2023-01-01,16:00:00,101.0,66,CEARA-MIRIM,Engavetamento,Sem Vítimas,-5.65033356,-35.25016233
10635,2023-01-01,19:10:00,101.0,66,EXTREMOZ,Colisão lateral mesmo sentido,Sem Vítimas,-5.65033356,-35.25016233
10637,2023-01-02,05:30:00,101.0,176,BAIA FORMOSA,Capotamento,Com Vítimas Feridas,-6.50166475,-35.11200246
10652,2023-01-02,05:30:00,101.0,176,BAIA FORMOSA,Saída de leito carroçável,Com Vítimas Feridas,-6.50166475,-35.11200246
10667,2023-01-02,10:00:00,101.0,116,SAO JOSE DE MIPIBU,Queda de ocupante de veículo,Com Vítimas Feridas,-5.99923408,-35.26039018
10670,2023-01-02,10:00:00,101.0,116,SAO JOSE DE MIPIBU,Tombamento,Com Vítimas Feridas,-5.99923408,-35.26039018
10673,2023-01-02,10:00:00,101.0,116,SAO JOSE DE MIPIBU,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.99923408,-35.26039018
10676,2023-01-03,11:40:00,405.0,2,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.192827,-37.371124
10688,2023-01-03,11:40:00,405.0,2,MOSSORO,Tombamento,Com Vítimas Feridas,-5.192827,-37.371124
10700,2023-01-03,11:40:00,405.0,2,MOSSORO,Engavetamento,Com Vítimas Feridas,-5.192827,-37.371124
10712,2023-01-03,18:00:00,101.0,75,EXTREMOZ,Colisão traseira,Com Vítimas Feridas,-5.721906,-35.27672
10714,2023-01-06,13:05:00,110.0,47,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.20338376,-37.32563418
10729,2023-01-06,13:05:00,110.0,47,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.20338376,-37.32563418
10759,2023-01-06,16:30:00,405.0,1,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.19170196,-37.361471
10761,2023-01-06,17:20:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.75269453,-35.31535484
10763,2023-01-07,03:50:00,226.0,68,SERRA CAIADA,Queda de ocupante de veículo,Com Vítimas Feridas,-6.10373269,-35.70531524
10767,2023-01-07,03:50:00,226.0,68,SERRA CAIADA,Colisão transversal,Com Vítimas Feridas,-6.10373269,-35.70531524
10775,2023-01-07,03:50:00,226.0,68,SERRA CAIADA,Colisão frontal,Com Vítimas Feridas,-6.10373269,-35.70531524
10779,2023-01-08,15:50:00,101.0,96,NATAL,Colisão frontal,Com Vítimas Feridas,-5.84949622,-35.20890752
10782,2023-01-08,18:20:00,101.0,108,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.92823,-35.264656
10783,2023-01-09,20:00:00,101.0,103,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.89034022,-35.24894996
10784,2023-01-10,17:03:00,101.0,95,NATAL,Tombamento,Com Vítimas Feridas,-5.840768,-35.210358
10787,2023-01-10,17:03:00,101.0,95,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.840768,-35.210358
10790,2023-01-11,08:30:00,101.0,100,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.88106901,-35.22542396
10791,2023-01-11,20:10:00,101.0,95,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.840768,-35.210358
10794,2023-01-11,22:00:00,304.0,296,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86484905,-35.34931012
10795,2023-01-12,08:15:00,304.0,301,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.87657067,-35.30647289
10797,2023-01-12,17:15:00,101.0,97,NATAL,Colisão traseira,Com Vítimas Feridas,-5.857612,-35.212723
10799,2023-01-12,18:34:00,101.0,107,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.919193,-35.264118
10808,2023-01-12,19:15:00,101.0,97,NATAL,Colisão traseira,Com Vítimas Feridas,-5.857612,-35.212723
10810,2023-01-13,11:10:00,101.0,118,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.016059,-35.253475
10813,2023-01-13,15:00:00,304.0,130,ITAJA,Saída de leito carroçável,Com Vítimas Feridas,-5.65843358,-36.77125997
10820,2023-01-13,15:00:00,304.0,130,ITAJA,Capotamento,Com Vítimas Feridas,-5.65843358,-36.77125997
10827,2023-01-13,15:00:00,304.0,130,ITAJA,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.65843358,-36.77125997
10841,2023-01-14,20:40:00,226.0,73,SERRA CAIADA,Saída de leito carroçável,Com Vítimas Fatais,-6.138528,-35.729335
10861,2023-01-14,20:40:00,226.0,73,SERRA CAIADA,Colisão frontal,Com Vítimas Fatais,-6.138528,-35.729335
10881,2023-01-14,19:50:00,304.0,42,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.21278093,-37.37221494
10891,2023-01-14,19:50:00,304.0,42,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.21278093,-37.37221494
10901,2023-01-15,15:40:00,406.0,163,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.73527201,-35.35543901
10903,2023-01-15,16:45:00,226.0,61,SENADOR ELOI DE SOUZA,Colisão traseira,Com Vítimas Feridas,-6.05016006,-35.67466683
10905,2023-01-15,17:40:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.75269453,-35.31535484
10907,2023-01-16,10:40:00,304.0,237,RIACHUELO,Tombamento,Com Vítimas Feridas,-5.779868,-35.852121
10909,2023-01-16,15:55:00,101.0,80,NATAL,Tombamento,Com Vítimas Feridas,-5.75852229,-35.28806121
10911,2023-01-16,15:55:00,101.0,80,NATAL,Colisão transversal,Com Vítimas Feridas,-5.75852229,-35.28806121
10913,2023-01-16,16:15:00,304.0,32,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.13933087,-37.3456192
10915,2023-01-16,16:15:00,304.0,32,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.13933087,-37.3456192
10917,2023-01-16,19:15:00,405.0,6,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.19609575,-37.40700697
10921,2023-01-17,06:20:00,101.0,152,GOIANINHA,Capotamento,Com Vítimas Fatais,-6.26395597,-35.21046465
10922,2023-01-17,17:33:00,101.0,73,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.706872,-35.266884
10924,2023-01-17,17:33:00,101.0,73,SAO GONCALO DO AMARANTE,Tombamento,Com Vítimas Feridas,-5.706872,-35.266884
10926,2023-01-17,17:33:00,101.0,73,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.706872,-35.266884
10928,2023-01-18,18:45:00,101.0,96,NATAL,Colisão traseira,Com Vítimas Feridas,-5.84949622,-35.20890752
10930,2023-01-19,21:24:00,101.0,109,PARNAMIRIM,Colisão frontal,Com Vítimas Feridas,-5.937378,-35.26483
10932,2023-01-20,06:30:00,304.0,226,RIACHUELO,Tombamento,Com Vítimas Feridas,-5.7479952,-35.94175196
10933,2023-01-20,16:40:00,101.0,148,GOIANINHA,Colisão transversal,Com Vítimas Feridas,-6.279491,-35.204899
10939,2023-01-23,08:25:00,304.0,52,MOSSORO,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.26016181,-37.30441867
10944,2023-01-21,12:40:00,304.0,299,MACAIBA,Capotamento,Com Vítimas Feridas,-5.87095859,-35.32359587
10945,2023-01-21,12:40:00,304.0,299,MACAIBA,Saída de leito carroçável,Com Vítimas Feridas,-5.87095859,-35.32359587
10946,2023-01-21,15:30:00,226.0,11,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.84572966,-35.30339507
10950,2023-01-21,15:30:00,226.0,11,MACAIBA,Colisão transversal,Com Vítimas Feridas,-5.84572966,-35.30339507
10954,2023-01-23,16:00:00,405.0,155,PAU DOS FERROS,Colisão com objeto,Sem Vítimas,-6.14970137,-38.20583544
10955,2023-01-21,06:20:00,304.0,295,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86605927,-35.35822096
10957,2023-01-21,06:20:00,304.0,295,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86605927,-35.35822096
10959,2023-01-24,17:40:00,101.0,94,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.83176615,-35.21191342
10961,2023-01-25,07:30:00,101.0,108,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.92823,-35.264656
10967,2023-01-25,11:00:00,304.0,96,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.85494835,-35.21157861
10971,2023-01-25,11:00:00,304.0,96,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.85494835,-35.21157861
10975,2023-01-25,14:10:00,101.0,96,NATAL,Engavetamento,Sem Vítimas,-5.84949622,-35.20890752
10979,2023-01-25,16:30:00,101.0,107,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.919193,-35.264118
10981,2023-01-25,16:30:00,101.0,107,PARNAMIRIM,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.919193,-35.264118
10983,2023-01-25,21:00:00,101.0,107,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.919193,-35.264118
10985,2023-01-25,21:00:00,101.0,107,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.919193,-35.264118
10987,2023-01-27,05:37:00,101.0,85,NATAL,Colisão traseira,Com Vítimas Feridas,-5.777664,-35.249371
10989,2023-01-28,02:00:00,101.0,103,PARNAMIRIM,Capotamento,Sem Vítimas,-5.89034022,-35.24894996
10991,2023-01-29,17:42:00,304.0,25,MOSSORO,Colisão com objeto,Com Vítimas Feridas,-5.064882,-37.33287
10992,2023-01-29,22:10:00,405.0,156,PAU DOS FERROS,Atropelamento de Pedestre,Com Vítimas Feridas,-6.15854069,-38.2077416
10994,2023-01-30,15:30:00,226.0,6,NATAL,Colisão com objeto,Com Vítimas Feridas,-5.82099198,-35.27688801
11000,2023-01-31,00:40:00,110.0,64,MOSSORO,Atropelamento de Animal,Com Vítimas Feridas,-5.344176,-37.32925
11010,2023-01-31,00:40:00,110.0,64,MOSSORO,Capotamento,Com Vítimas Feridas,-5.344176,-37.32925
11020,2023-01-31,06:41:00,304.0,297,MACAIBA,Saída de leito carroçável,Com Vítimas Feridas,-5.86534101,-35.340694
11023,2023-01-31,06:41:00,304.0,297,MACAIBA,Colisão com objeto,Com Vítimas Feridas,-5.86534101,-35.340694
11026,2023-01-31,06:41:00,304.0,297,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86534101,-35.340694
11029,2023-01-31,06:41:00,304.0,297,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.86534101,-35.340694
11032,2023-01-31,18:48:00,406.0,154,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.67079426,-35.40552534
11034,2023-02-01,23:20:00,226.0,10,MACAIBA,Colisão lateral sentido oposto,Sem Vítimas,-5.84199104,-35.29535395
11036,2023-02-02,12:10:00,304.0,296,MACAIBA,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.86484905,-35.34931012
11038,2023-02-02,16:30:00,405.0,162,RAFAEL FERNANDES,Queda de ocupante de veículo,Com Vítimas Feridas,-6.20761005,-38.22695282
11041,2023-02-02,21:15:00,101.0,84,SAO GONCALO DO AMARANTE,Colisão transversal,Sem Vítimas,-5.774175,-35.257801
11043,2023-02-03,08:00:00,101.0,106,PARNAMIRIM,Engavetamento,Com Vítimas Feridas,-5.910553,-35.261307
11055,2023-02-03,18:40:00,406.0,170,SAO GONCALO DO AMARANTE,Saída de leito carroçável,Com Vítimas Feridas,-5.75917255,-35.29731274
11057,2023-02-04,08:51:00,101.0,137,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.18022401,-35.21699006
11062,2023-02-05,11:40:00,101.0,78,EXTREMOZ,Tombamento,Com Vítimas Feridas,-5.740798,-35.290199
11068,2023-02-05,11:40:00,101.0,78,EXTREMOZ,Colisão traseira,Com Vítimas Feridas,-5.740798,-35.290199
11074,2023-02-05,15:50:00,101.0,118,SAO JOSE DE MIPIBU,Colisão traseira,Sem Vítimas,-6.016059,-35.253475
11076,2023-02-05,13:05:00,406.0,46,JANDAIRA,Tombamento,Com Vítimas Feridas,-5.29636511,-36.26075662
11080,2023-02-05,13:05:00,406.0,46,JANDAIRA,Colisão com objeto,Com Vítimas Feridas,-5.29636511,-36.26075662
11084,2023-02-05,18:16:00,226.0,6,NATAL,Colisão traseira,Com Vítimas Feridas,-5.82099198,-35.27688801
11090,2023-02-05,20:30:00,405.0,75,APODI,Queda de ocupante de veículo,Com Vítimas Feridas,-5.6430151,-37.79996162
11093,2023-02-05,20:30:00,405.0,75,APODI,Colisão traseira,Com Vítimas Feridas,-5.6430151,-37.79996162
11096,2023-02-06,07:25:00,101.0,41,MAXARANGUAPE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.45836718,-35.33640862
11098,2023-02-06,07:25:00,101.0,41,MAXARANGUAPE,Tombamento,Com Vítimas Feridas,-5.45836718,-35.33640862
11100,2023-02-06,07:25:00,101.0,41,MAXARANGUAPE,Colisão transversal,Com Vítimas Feridas,-5.45836718,-35.33640862
11102,2023-02-06,19:19:00,405.0,3,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.19390626,-37.38187378
11103,2023-02-07,07:42:00,101.0,97,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.857612,-35.212723
11107,2023-02-07,07:42:00,101.0,97,NATAL,Tombamento,Com Vítimas Feridas,-5.857612,-35.212723
11111,2023-02-07,07:42:00,101.0,97,NATAL,Colisão traseira,Com Vítimas Feridas,-5.857612,-35.212723
11115,2023-02-08,00:10:00,406.0,166,SAO GONCALO DO AMARANTE,Saída de leito carroçável,Sem Vítimas,-5.7466896,-35.33149685
11117,2023-02-07,21:40:00,101.0,154,GOIANINHA,Capotamento,Sem Vítimas,-6.33179862,-35.17639161
11118,2023-02-07,21:40:00,101.0,154,GOIANINHA,Saída de leito carroçável,Sem Vítimas,-6.33179862,-35.17639161
11119,2023-02-07,21:40:00,101.0,154,GOIANINHA,Colisão com objeto,Sem Vítimas,-6.33179862,-35.17639161
11120,2023-02-08,20:40:00,101.0,65,EXTREMOZ,Incêndio,Sem Vítimas,-5.64087613,-35.25009361
11121,2023-01-15,18:30:00,406.0,165,SAO GONCALO DO AMARANTE,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.753403,-35.313785
11123,2023-02-09,10:34:00,304.0,299,MACAIBA,Capotamento,Com Vítimas Feridas,-5.87095859,-35.32359587
11125,2023-02-09,10:34:00,304.0,299,MACAIBA,Saída de leito carroçável,Com Vítimas Feridas,-5.87095859,-35.32359587
11127,2023-02-10,07:53:00,304.0,306,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.89012265,-35.26352022
11128,2023-02-10,09:30:00,406.0,134,TAIPU,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.655854,-35.570903
11130,2023-02-11,05:08:00,304.0,45,MOSSORO,Colisão com objeto,Sem Vítimas,-5.2250698,-37.3490001
11131,2023-02-11,15:00:00,101.0,113,SAO JOSE DE MIPIBU,Tombamento,Com Vítimas Feridas,-5.973247,-35.26489
11133,2023-02-11,15:00:00,101.0,113,SAO JOSE DE MIPIBU,Queda de ocupante de veículo,Com Vítimas Feridas,-5.973247,-35.26489
11135,2023-02-11,17:20:00,406.0,171,NATAL,Colisão transversal,Com Vítimas Feridas,-5.76172663,-35.29115323
11138,2023-02-11,23:20:00,101.0,123,SAO JOSE DE MIPIBU,Queda de ocupante de veículo,Com Vítimas Feridas,-6.06166101,-35.24094602
11139,2023-02-11,23:20:00,101.0,123,SAO JOSE DE MIPIBU,Tombamento,Com Vítimas Feridas,-6.06166101,-35.24094602
11140,2023-02-12,01:10:00,406.0,158,CEARA-MIRIM,Atropelamento de Animal,Com Vítimas Feridas,-5.69942776,-35.38322468
11142,2023-02-12,03:00:00,101.0,103,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.89034022,-35.24894996
11144,2023-02-12,03:00:00,101.0,103,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.89034022,-35.24894996
11146,2023-02-12,03:00:00,101.0,103,PARNAMIRIM,Colisão com objeto,Com Vítimas Feridas,-5.89034022,-35.24894996
11148,2023-01-14,18:30:00,405.0,112,TABOLEIRO GRANDE,Capotamento,Com Vítimas Feridas,-5.85811357,-38.00567236
11153,2023-02-12,19:57:00,405.0,152,PAU DOS FERROS,Queda de ocupante de veículo,Com Vítimas Feridas,-6.12389317,-38.20650897
11155,2023-02-12,19:57:00,405.0,152,PAU DOS FERROS,Colisão transversal,Com Vítimas Feridas,-6.12389317,-38.20650897
11157,2023-02-13,14:25:00,101.0,84,NATAL,Colisão com objeto,Com Vítimas Feridas,-5.774175,-35.257801
11161,2023-02-13,14:25:00,101.0,84,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.774175,-35.257801
11165,2023-02-13,14:25:00,101.0,84,NATAL,Tombamento,Com Vítimas Feridas,-5.774175,-35.257801
11169,2023-02-13,14:25:00,101.0,84,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.774175,-35.257801
11173,2023-02-13,19:00:00,405.0,156,PAU DOS FERROS,Colisão frontal,Com Vítimas Feridas,-6.15854069,-38.2077416
11176,2023-02-14,07:31:00,101.0,94,NATAL,Colisão transversal,Com Vítimas Feridas,-5.83176615,-35.21191342
11177,2023-02-14,10:15:00,405.0,1,MOSSORO,Atropelamento de Pedestre,Com Vítimas Feridas,-5.19170196,-37.361471
11181,2023-02-16,04:30:00,304.0,32,MOSSORO,Atropelamento de Animal,Com Vítimas Feridas,-5.13933087,-37.3456192
11182,2023-02-16,13:00:00,101.0,108,PARNAMIRIM,Atropelamento de Pedestre,Com Vítimas Feridas,-5.92823,-35.264656
11184,2023-01-15,20:19:00,304.0,46,MOSSORO,Atropelamento de Animal,Com Vítimas Feridas,-5.22581264,-37.34373721
11186,2023-02-17,06:11:00,101.0,112,SAO JOSE DE MIPIBU,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.9643,-35.264877
11188,2023-02-18,16:20:00,226.0,4,NATAL,Tombamento,Com Vítimas Feridas,-5.81613562,-35.24908846
11190,2023-02-18,20:00:00,110.0,2,AREIA BRANCA,Tombamento,Com Vítimas Feridas,-4.941901,-37.11632
11192,2023-02-18,20:00:00,110.0,2,AREIA BRANCA,Queda de ocupante de veículo,Com Vítimas Feridas,-4.941901,-37.11632
11194,2023-02-19,16:30:00,304.0,24,MOSSORO,Capotamento,Sem Vítimas,-5.06488233,-37.33287055
11196,2023-02-19,16:30:00,304.0,24,MOSSORO,Saída de leito carroçável,Sem Vítimas,-5.06488233,-37.33287055
11198,2023-02-19,20:20:00,226.0,4,NATAL,Colisão frontal,Com Vítimas Feridas,-5.81613562,-35.24908846
11200,2023-02-20,00:45:00,304.0,30,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.11703801,-37.34100094
11201,2023-02-19,18:45:00,405.0,114,ITAU,Colisão traseira,Com Vítimas Feridas,-5.86940814,-38.01985489
11204,2023-02-21,15:46:00,101.0,41,MAXARANGUAPE,Colisão transversal,Com Vítimas Feridas,-5.45836718,-35.33640862
11208,2023-02-06,07:10:00,101.0,105,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.90165196,-35.25928517
11213,2023-02-22,16:10:00,101.0,105,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.90165196,-35.25928517
11214,2023-02-22,16:30:00,110.0,47,MOSSORO,Colisão traseira,Sem Vítimas,-5.20338376,-37.32563418
11216,2023-02-24,08:25:00,101.0,97,NATAL,Engavetamento,Com Vítimas Feridas,-5.857612,-35.212723
11219,2023-02-24,17:10:00,226.0,16,MACAIBA,Colisão transversal,Com Vítimas Feridas,-5.862697,-35.34282913
11221,2023-02-26,09:49:00,101.0,163,CANGUARETAMA,Colisão traseira,Com Vítimas Fatais,-6.393516,-35.13976
11224,2023-02-26,17:19:00,101.0,72,NATAL,Colisão frontal,Com Vítimas Feridas,-5.69866248,-35.26316835
11227,2023-02-26,18:44:00,101.0,72,NATAL,Tombamento,Sem Vítimas,-5.69866248,-35.26316835
11231,2023-02-26,18:44:00,101.0,72,NATAL,Colisão traseira,Sem Vítimas,-5.69866248,-35.26316835
11235,2023-02-27,05:36:00,304.0,282,MACAIBA,Colisão com objeto,Com Vítimas Feridas,-5.88438109,-35.47231297
11237,2023-02-27,05:36:00,304.0,282,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.88438109,-35.47231297
11239,2023-02-27,05:36:00,304.0,282,MACAIBA,Atropelamento de Pedestre,Com Vítimas Feridas,-5.88438109,-35.47231297
11241,2023-02-27,13:05:00,101.0,105,PARNAMIRIM,Colisão com objeto,Com Vítimas Feridas,-5.90165196,-35.25928517
11245,2023-02-27,13:05:00,101.0,105,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.90165196,-35.25928517
11249,2023-01-13,21:30:00,405.0,169,JOSE DA PENHA,Colisão frontal,Com Vítimas Feridas,-6.26369196,-38.24973809
11252,2023-03-01,08:00:00,101.0,103,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.89034022,-35.24894996
11264,2023-03-01,11:25:00,101.0,100,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.88106901,-35.22542396
11270,2023-02-26,07:00:00,405.0,157,RAFAEL FERNANDES,Atropelamento de Animal,Sem Vítimas,-6.16743001,-38.20962396
11271,2023-03-01,21:20:00,101.0,119,SAO JOSE DE MIPIBU,Incêndio,Sem Vítimas,-6.02496757,-35.2509784
11273,2023-03-02,11:58:00,226.0,1,NATAL,Colisão transversal,Com Vítimas Feridas,-5.80642132,-35.24167278
11276,2023-03-02,17:30:00,110.0,47,MOSSORO,Tombamento,Com Vítimas Feridas,-5.20338376,-37.32563418
11278,2023-03-02,17:30:00,110.0,47,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.20338376,-37.32563418
11280,2023-03-02,19:15:00,101.0,124,SAO JOSE DE MIPIBU,Colisão transversal,Com Vítimas Feridas,-6.07815599,-35.23412006
11283,2023-03-03,09:42:00,405.0,73,APODI,Colisão frontal,Com Vítimas Feridas,-5.6262269,-37.79782904
11285,2023-03-03,14:00:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
11287,2023-03-06,13:50:00,406.0,166,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.7466896,-35.33149685
11297,2023-03-06,16:50:00,304.0,26,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.08165,-37.33349
11298,2023-03-06,22:29:00,405.0,49,APODI,Atropelamento de Animal,Com Vítimas Feridas,-5.45257313,-37.66982682
11299,2023-03-07,15:10:00,304.0,32,MOSSORO,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.13933087,-37.3456192
11306,2023-03-07,15:10:00,304.0,32,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.13933087,-37.3456192
11313,2023-03-07,19:00:00,226.0,102,SANTA CRUZ,Capotamento,Com Vítimas Feridas,-6.24817388,-35.941749
11314,2023-03-07,23:10:00,304.0,33,MOSSORO,Atropelamento de Animal,Com Vítimas Feridas,-5.153118,-37.348802
11316,2023-03-08,19:30:00,406.0,108,JOAO CAMARA,Atropelamento de Animal,Com Vítimas Feridas,-5.55142129,-35.77105278
11317,2023-03-09,10:20:00,101.0,94,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.83176615,-35.21191342
11323,2023-01-30,17:05:00,101.0,125,SAO JOSE DE MIPIBU,Atropelamento de Pedestre,Com Vítimas Feridas,-6.07815599,-35.23412006
11326,2023-03-09,13:45:00,304.0,24,MOSSORO,Saída de leito carroçável,Sem Vítimas,-5.06488233,-37.33287055
11327,2023-03-09,19:10:00,101.0,85,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.777664,-35.249371
11329,2023-03-10,21:38:00,101.0,109,PARNAMIRIM,Saída de leito carroçável,Sem Vítimas,-5.937378,-35.26483
11330,2023-03-10,21:38:00,101.0,109,PARNAMIRIM,Colisão com objeto,Sem Vítimas,-5.937378,-35.26483
11331,2023-03-11,16:30:00,304.0,208,LAJES,Saída de leito carroçável,Com Vítimas Feridas,-5.74007932,-36.09479405
11337,2023-03-11,16:30:00,304.0,208,LAJES,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.74007932,-36.09479405
11343,2023-03-11,19:19:00,304.0,31,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.125933,-37.342953
11344,2023-03-12,12:36:00,101.0,96,NATAL,Colisão traseira,Com Vítimas Feridas,-5.84949622,-35.20890752
11350,2023-03-12,20:17:00,406.0,159,CEARA-MIRIM,Atropelamento de Animal,Sem Vítimas,-5.7065959,-35.37766687
11352,2023-03-12,20:56:00,304.0,111,ACU,Saída de leito carroçável,Com Vítimas Feridas,-5.59780065,-36.92936882
11354,2023-03-12,20:56:00,304.0,111,ACU,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.59780065,-36.92936882
11356,2023-03-12,19:47:00,226.0,14,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.85369361,-35.3275818
11357,2023-03-12,21:07:00,101.0,103,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.89034022,-35.24894996
11359,2023-03-12,21:57:00,101.0,82,NATAL,Colisão traseira,Com Vítimas Feridas,-5.76791511,-35.27456305
11361,2023-03-12,22:10:00,101.0,72,EXTREMOZ,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.69866248,-35.26316835
11364,2023-03-12,21:57:00,226.0,5,NATAL,Colisão com objeto,Sem Vítimas,-5.82090114,-35.26828435
11365,2023-03-12,21:57:00,226.0,5,NATAL,Saída de leito carroçável,Sem Vítimas,-5.82090114,-35.26828435
11366,2023-03-13,08:15:00,304.0,287,MACAIBA,Colisão lateral sentido oposto,Sem Vítimas,-5.88694981,-35.48062048
11369,2023-02-08,17:15:00,101.0,76,NATAL,Colisão traseira,Com Vítimas Feridas,-5.72652309,-35.28574169
